id,Name,Host Name,Host Listings Count,status,Previous Listing Name,Previous Host Name,Previous Host Listings Count,latitude,longitude,total_listing_bin
1400502987943199632,Vigna Nuova Third Floor,Istay,187,New,,,0.0,43.7713944,11.250627,50+
1400508662391121613,Terrazza con vista in appartamento per sportivi,Luca,1,New,,,0.0,43.7755954,11.2566966,1
1400525856981541148,Appartamento Novoli - Casa Ella,Mihaela,1,New,,,0.0,43.79731390000001,11.210501,1
1400554498529198744,I Portici charming and cozy apartment,Apartments_Florence,51,New,,,0.0,43.7834047,11.2611784,50+
1400650690350408079,Three-Bedroom Florence Home,Giovanni,31,New,,,0.0,43.7741081,11.2219564,5-50
1400710777770569657,Keys of Italy -MonaldaSmall-1BR by Palazzo Strozzi,Gessjca E Luca,72,New,,,0.0,43.7704802,11.2521467,50+
1400732806638811342,Porcellana charming apartment,Luca,6,New,,,0.0,43.77435,11.24676,5-50
1400739578255768819,Nazionale 51,Istay,187,New,,,0.0,43.77828500489108,11.253040475460509,50+
1400766046650683349,Stay in the Heart of Florence,Mauro,14,New,,,0.0,43.76998010873375,11.257232971762557,5-50
1400768817745490686,Nice apartment by Ponte Vecchio,Federico,8,New,,,0.0,43.76548,11.25344,5-50
1400819213233119145,"Riverside Nook - Appartamento con balcone, Firenze",Anna Paola,1,New,,,0.0,43.7657798,11.2797375,1
1400965907002011327,Amazing 2BR in centric in Florencia,Rodrigo,79,New,,,0.0,43.78113,11.25699,50+
1401219131478049132,"[BRD 3P] Central Apt Ponte Vecchio, 3BR + Elevator",Fausto,17,New (from previous),Ponte Vecchio Central Roomy Flat x7,Francesco,572.0,43.7672549,11.2530102,5-50
1401240996454840097,[Ponte Vecchio 400 mt] Romantico Monolocale,Simone,14,New,,,0.0,43.7648609,11.2477129,5-50
1401243189172722691,Sant'Ambrogio Terrace Tales Apartment,Giulia,38,New (from previous),[5 minutes Duomo] Luxury Apartment with Terrace,Alessio,32.0,43.7725649,11.2653811,5-50
1401279640498583333,Yome - Alighieri 14 - Appartamento con due camere,Patrizia,6,New,,,0.0,43.7709791,11.2564675,5-50
1401382253729688079,GuestHost - Florence Historic Center Lovely Apt,Francesco,612,New,,,0.0,43.7682182,11.2577578,50+
1401419590139728598,Maison Josephine Firenze,Michael,1525,New (from previous),Ci stiamo rifacendo il look,Giovanna,1.0,43.7943705,11.2076687,50+
1401426597041305539,Modern High floor with Park View,Saverio,2,New,,,0.0,43.79211399252857,11.224246684006577,2-5
1401442408986057588,Serragli Grand Palace,Margherita,8,New,,,0.0,43.7679231,11.245792,5-50
1401510746585721853,Heart of Florence-Duomo-Centro,Federica,7,New,,,0.0,43.77055,11.25565,5-50
1401545244131699550,Duomo Home,Francesca,2,New,,,0.0,43.7716,11.26064,2-5
1401709500426243683,Casa Sarpi: Charming Florence Hideaway with Garden,Mauro,2,New,,,0.0,43.77210108980038,11.277909243049171,2-5
1401885572121502284,Marignolle by Interhome,Elena - Interhome Group,98,New,,,0.0,43.75933,11.229161,50+
1401975782599655929,Tornabuoni Nest By MMega,Edoardo,404,New,,,0.0,43.7705776,11.2506186,50+
1401976636997009750,Serragli Loft,Pasquale,1,New,,,0.0,43.76729820126805,11.245246790349483,1
1402126471137142511,Statut-ONE,Alberto,6,New,,,0.0,43.78636246294793,11.250275932252409,5-50
1402156581523874846,Lungarno Art Haven Luxury House,Apartments_Florence,51,New,,,0.0,43.772871,11.24327,50+
1402183257309964075,YiD Penthouse Breathtaking View Over Ponte Vecchio,Roberto,115,New,,,0.0,43.76638701593913,11.253567888798642,50+
1402192975676099835,Futura Florence apartment,Valentina,4,New,,,0.0,43.78200225567572,11.245569081745906,2-5
1402197400650123553,Mamma Mia Suite Garden & Rooftop,Emilio,6,New,,,0.0,43.7673241,11.2447855,5-50
1402216303043684275,Medici Suite –Appartamento Vintage 200M dal Duomo,Serena,3,New,,,0.0,43.77235,11.26219,2-5
1402707137836846388,Super Central Brand New Apt,Memories,12,New,,,0.0,43.77948,11.24377,5-50
1402754631132195991,"Centro, Piazza Santa Croce",Lorenzo,5,New,,,0.0,43.76779012103697,11.264495622838806,5-50
1403572530069178332,"IL Parione Luxury Loft/Apt con vista,  Firenze",Fabrizio,3,New,,,0.0,43.7704372,11.2507013,2-5
1403622229896647179,Sweet Home Ghiacciaie,Aurela,1,New,,,0.0,43.78100944525569,11.243776025731508,1
1403723015370917987,Dimora D’Arte – dove il viaggio sa di casa,Santo,1,New,,,0.0,43.78861,11.22902,1
1403746278151323176,Florence sunny suite,Lorenzo,1,New,,,0.0,43.7733585,11.2941191,1
1404090197074381254,Casa Cialdini,Gjergji,3,New,,,0.0,43.77716115817475,11.287183128297327,2-5
1404222729127607600,188florenceapartment,Glenda,1,New,,,0.0,43.77452,11.23418,1
1404239139111476226,Elegant Loft of a perfumer in the historic center,Modestino,29,New,,,0.0,43.76910439951468,11.240843944251536,5-50
1404307872462499154,Florence Cozy Retreat,Francesco,1,New,,,0.0,43.77312515517952,11.26298117724609,1
1404485133546572032,Vigna Vecchia Cozy Apartment,Leonardo,1,New,,,0.0,43.77018409999999,11.2597698,1
1404949042414702221,Duomo Penthouse Terrace,Guidetta,1,New,,,0.0,43.77246792082301,11.25527774232789,1
1404949265272784579,"[ Golden House 64 ], the Heart of  Santa Croce",Antonino,11,New,,,0.0,43.7699941,11.2633502,5-50
1404967586254697047,Casa Angela: confortevole e rilassante,Samuele,1,New,,,0.0,43.7812107,11.2716887,1
1404979513850392229,Spacious & Central Apartment,Ginevra,31,New,,,0.0,43.7680885,11.2567944,5-50
1405028580051262778,Modern Elegance 1BR with Views,Saverio,2,New,,,0.0,43.79166760785582,11.225435093122222,2-5
1405034295982714355,Apartment Magnoli&Ponte Vecchio,Viola,1,New,,,0.0,43.765009809616366,11.255667933685611,1
1405041967358508130,Belfiore Urban city Gateway,Marco,3,New (from previous),New Opening Ghiacciaia Suite,Daniele,3.0,43.7816121,11.2445741,2-5
1405062433866917701,Hand decorated house with court,Dario,1,New,,,0.0,43.7664868,11.2449763,1
1405610959983579252,[Windows over Oltrarno] Among Domes and Dreams,Giovanni,25,New,,,0.0,43.768257,11.2495383,5-50
1405627381495564642,Florence Loft Duomo,Mauro,14,New,,,0.0,43.7719,11.25321,5-50
1405705528271127165,[Duomo] Apartment in the Heart of Florence,Antonio,3,New,,,0.0,43.7699468,11.2586196,2-5
1405744597521370243,Modern Apartment River View,Giovanna,1,New,,,0.0,43.7673444,11.2581188,1
1405757133127465794,Chicca House Firenze,Elisa,1,New,,,0.0,43.7940103,11.2448042,1
1405986891641167748,[Santa Croce] Prestigioso Appartamento con Vista,Matteo,25,New,,,0.0,43.7688997,11.2629912,5-50
1406007517541306954,Sunlit Duomo Flat – Family 2 bedrooms home,Jiayi,15,New,,,0.0,43.76931,11.26137,5-50
1406361141701930071,Living Firenze,Sara,3,New (from previous),La casa di Sara,Luce,8.0,43.79224689999999,11.2705014,2-5
1406368070305992936,YiD a hidden gem in Florence,Roberto,115,New,,,0.0,43.79531755772689,11.260482835081136,50+
1406484172720889273,YiD Four Suites Ponte Vecchio,Roberto,115,New,,,0.0,43.76631,11.25441,50+
1406511116190715114,Historic Charm,Valerio,6,New,,,0.0,43.76884585852605,11.25974111670428,5-50
1406571704375541031,Apt. Santa Verdiana,Tommaso,42,New,,,0.0,43.77035603031985,11.26755989922477,5-50
1406573706034400941,"Vill'Etta, la casa dell'artista",Paola,1,New,,,0.0,43.79011264800667,11.257136540871436,1
1406578971210767596,Torre Carolina,Chiara,15,New,,,0.0,43.7869181,11.2643085,5-50
1406588077562822736,Central & Lovely studio,Chiara,20,New,,,0.0,43.76829752303736,11.26492130226893,5-50
1407035252076697657,Firenze Rentals Suite Belfiore II,Samuel & Paolo For Firenze Rentals®,29,New (from previous),Belfiore1 - Bright renewed apartment with A/C,Gessjca E Luca,71.0,43.7819142,11.2434782,5-50
1407228739863876335,Dama Donata,Luciana,8,New,,,0.0,43.786166165091736,11.24017808586359,5-50
1407268022352958519,Chic 2-Bedroom with Balcony - Heart of Florence,Elena,16,New (from previous),Santa Croce Chic Retreat in the Heart of Florence,Francesco,572.0,43.7696522,11.2616006,5-50
1407347906709613792,Appartamento Firenze/Rifredi nicodemoflorencehome,Domenico,1,New,,,0.0,43.80387361521746,11.236249765169854,1
1407584326933102134,appartamento a Firenze,Giada,1,New,,,0.0,43.78262,11.23419,1
1407918680379925583,Elegante Villa Ortensia. Garage e giardino privati,Antoine,1,New,,,0.0,43.77254703791529,11.270240278643472,1
1408568331937689233,The Tower Suite next to Uffizi Gallery,Mauro,14,New,,,0.0,43.769732699719405,11.25622055118543,5-50
1408609528356543099,Confortable near city center,Maria Gloria,2,New,,,0.0,43.7692861,11.2739892,2-5
1408620423310616512,[Cherubino] 2 Bedrooms Apartment,Quality House,15,New,,,0.0,43.7699414,11.2655019,5-50
1408659659688162627,Nuovo appartamento Mezzo 2,Rossella,2,New,,,0.0,43.771803175408,11.266000382602217,2-5
1408801267757674145,Montegrappa 5,Lorella,1,New,,,0.0,43.79454758315548,11.215179439601478,1
1408818401807232109,accogliente loft Firenze centro,Beatrice,2,New,,,0.0,43.77081,11.26659,2-5
1408833194368521447,Palazzo Mormorai,Francesco,3,New,,,0.0,43.77253445279452,11.2626416625656,2-5
1408880356586851476,Florence stay Sanfrediano,Gerardina,2,New,,,0.0,43.76901,11.24169,2-5
1409181641324582364,Casa Ale - Dolcevita Holiday,Tommaso,2,New (from previous),Chic Mamma Glow Suite,Sergio,4.0,43.772547,11.2785458,2-5
1409230691480190703,Florence San Marco Suite & Spa,Lorenzo,2,New,,,0.0,43.77483989566485,11.264398725794992,2-5
1409265446886314881,"[Vintage 43], area Piazza della Libertà + Terrace",Antonino,11,New,,,0.0,43.7859886,11.2573889,5-50
1409267757198628821,otomo's home 01_love is on the roof,Laura,4,New,,,0.0,43.7740046,11.2466508,2-5
1409272104768168702,Appartamento Luce a Firenze,Chiara,1,New,,,0.0,43.78474,11.23581,1
1409394793037794116,Gramsci Apartment by Mamo Florence,Mamo,201,New,,,0.0,43.77305368122547,11.269499122910569,50+
1409424207019303740,Borgo 10 Florence Luxury Apartment,Margherita,8,New,,,0.0,43.7680962,11.260957,5-50
1409473619936800178,Bright and cool apartment @ 10’ center and airport,Giada,19,New,,,0.0,43.7866073,11.2351839,5-50
1409528836674422465,Central Apartment With Garden • AL1,Florjan,51,New,,,0.0,43.775108411608144,11.267444579531706,50+
1409960721326545704,Lily's House By MMega,Edoardo,404,New,,,0.0,43.792365,11.2205465,50+
1409961433508924276,Viola's Secret Place Firenze Florence VillaStrozzi,Renato,2,New,,,0.0,43.77378,11.2271,2-5
1409980720156440428,Florence contemporary escape,Gianluca,1,New,,,0.0,43.78015,11.24411,1
1410075948071634678,Amorino Studio By MMega,Edoardo,404,New,,,0.0,43.7750613,11.2520224,50+
1410087462965878256,Camporeggi Apartment by Mamo Florence,Mamo,201,New,,,0.0,43.78076,11.25778,50+
1410095440931200139,Amorino Nest By MMega,Edoardo,404,New,,,0.0,43.7750613,11.2520224,50+
1410128096192890916,Loft moderno nel centro storico di Firenze,Francesco,1,New,,,0.0,43.7687,11.24678,1
1410143115576355591,Il Rifugio del David By MMega,Edoardo,404,New,,,0.0,43.77675199999999,11.2570306,50+
1410182043398318865,2 BR nel cuore di Firenze,Nicholas,2,New,,,0.0,43.77135122520409,11.250256542500722,2-5
1410333132240853628,Andrea's Home - Appartamento zona Statuto,Gianfranco,1,New,,,0.0,43.78793427764089,11.249903653967287,1
1410801330558186231,Appartamento Dolce Letizia (Rifredi),Gianluca,1,New,,,0.0,43.8031146,11.2380027,1
1410811381645891520,Leoni Home - Florence Dolce Vita,Tommaso,12,New,,,0.0,43.768963,11.257226,5-50
1410821059769792617,Keys of Italy - F7- Fiesolana24 - Santa Croce 1Bdr,Gessjca E Luca,72,New,,,0.0,43.7724957,11.2632658,50+
1411061186189694903,Boboli Monolocale con corte,Iacopo,5,New,,,0.0,43.76251,11.242,5-50
1411535997090517609,Great Central Apartment SL,Florjan,51,New,,,0.0,43.77446,11.25245,50+
1411577139912002965,Casa Tunne,Alessandro,1,New,,,0.0,43.764582056847,11.241579546466568,1
1411772755822562014,Modern Comfort in Florence,Mauro,14,New,,,0.0,43.77937799018638,11.260359891548278,5-50
1412077750939681129,Toscanella Royal Suite,Michael,1525,New,,,0.0,43.7666378,11.2502297,50+
1412077853863856621,Peruzzi Royal Suite,Michael,1525,New,,,0.0,43.76856,11.25944,50+
1412110476637527814,Capponi Terrace Retreat,Lorenzo,175,New,,,0.0,43.7791141,11.2642027,50+
1412148705032197657,Apartment in Santo Spirito,Kristine,1,New,,,0.0,43.7687758,11.2412324,1
1412234645184479860,Rosina By MMega,Edoardo,404,New,,,0.0,43.776795,11.2546597,50+
1412277888953155871,Pitti Grand Retreat,Lorenzo,175,New,,,0.0,43.7656295,11.2484006,50+
1412292107499373949,Cairoli - ai piedi della collina di Fiesole,Gabriele,1,New,,,0.0,43.7862494,11.2827791,1
1412303114167001192,Villa Magnolia Luxury,Riccardo,7,New,,,0.0,43.7402658,11.2639702,5-50
1412331623540167035,Santi Apostoli terrazza con vista,Marco,41,New,,,0.0,43.76963647256737,11.253739370755437,5-50
1412406732937751705,Passera Royal Suite,Michael,1525,New,,,0.0,43.76664,11.25023,50+
1412439849572115945,Maison Santi Apostoli Con Terrazza Panoramica,Marco,41,New (from previous),Attico tra i Monumenti,Maura,1.0,43.7692193,11.2527831,5-50
1413038907119705482,Perla JS,Mirko,7,New,,,0.0,43.7813175,11.2559687,5-50
1413056239134995578,Sogni in Toscana apartment,Diego,1,New,,,0.0,43.7829232,11.263205,1
1413801286258740122,s t u d i o o t t o,Diana,2,New,,,0.0,43.75758934747053,11.240260769999018,2-5
1413807385408344467,20' a piedi dal centro •A/C•Balcone•1G WiFi•Master,Francesco,44,New,,,0.0,43.76382928670067,11.28053738413087,5-50
1414319305166238824,Cottage in the Heart of Florence - Free Parking,Virginia,4,New,,,0.0,43.77004138278201,11.24034184989939,2-5
1414340958430558856,Pratolini S. Croce centralissimo e chic free wi/fi,Alessandro,10,New,,,0.0,43.76879599999999,11.263746,5-50
1414355405646417420,Iole House| parcheggio strada| 4 min bus| AC| WIFI,Anna,1,New,,,0.0,43.77347,11.29448,1
1414413885756331038,Modern Camaldoli,Housing,13,New,,,0.0,43.76824,11.24033,5-50
1414424866167928920,King Apartment,Naima,5,New,,,0.0,43.7695422,11.2646315,5-50
1414433618161814287,Apartment Deluxe,Naima,5,New,,,0.0,43.7695422,11.2646315,5-50
1414450830282861799,corridoni 60,Francesca,4,New,,,0.0,43.79337,11.24364,2-5
1414637710061851521,Lungarno Retreat Quiet & Central,Alessandro,1,New,,,0.0,43.7637727,11.2700103,1
1414763569684636979,Fly Florence,Carol,1,New,,,0.0,43.79856,11.20301,1
1415014534173741446,Appartamento Alloro,G&G Dream,12,New,,,0.0,43.7742083,11.2519325,5-50
1415029688132917637,"Appartamento Pepi 73, 3P",G&G Dream,12,New,,,0.0,43.772894,11.2643223,5-50
1415035414462142297,Appartamento 27 Aprile 1P,G&G Dream,12,New,,,0.0,43.7787811,11.2567575,5-50
1415042110588270456,Firenze Centrale,Riccardo,2,New,,,0.0,43.7920321,11.2143293,2-5
1415072276656118239,Vespucci Garden Apartment,Cristina,70,New,,,0.0,43.7995385,11.2132267,50+
1415099398716270372,Zanardelli Bright Flat,Matteo,1,New,,,0.0,43.7663338,11.2829295,1
1415135135837257277,Sweet House in Macci Street,Lorenzo,175,New,,,0.0,43.7707826,11.2660926,50+
1415140186351117271,Toscanelli Retreat - Toscanelli Retreat,Alessandro,167,New,,,0.0,43.76789,11.25118,50+
1415140203321365248,Toscanelli * Toscanelli Corso 10,Alessandro,167,New,,,0.0,43.7677,11.2515,50+
1415174866169635262,Tornabuoni Charming Apartment,Lorenzo,175,New,,,0.0,43.7720445,11.2508073,50+
1415175593671959135,Palestro Apartment by Mamo Florence,Mamo,201,New,,,0.0,43.77563,11.24327,50+
1415182233635223937,Otomo'shome_L'arte fuori porta,Laura,4,New,,,0.0,43.78165152599279,11.276904411402851,2-5
1415201091279756352,[Palais Medici] 2 Bedrooms in City Center,Quality House,15,New,,,0.0,43.7689197065,11.2589508,5-50
1415766597384045968,Ginny Apartment,Leonardo,21,New,,,0.0,43.78531117225919,11.262088479762276,5-50
1415779500377840979,Maison Farini,Lucia,1,New,,,0.0,43.7736069,11.2658801,1
1415783717236720193,Borgo Albizi Luxury Penthouse [360º Terrace],Cristina,6,New,,,0.0,43.77072,11.26158,5-50
1415927819515558292,San Frediano Top Suite Oltrarno [centro storico],Floriana,1,New (from previous),San Frediano Top Suite Oltrarno Florence,Emanuele,2.0,43.7715062,11.2353993,1
1415953771588732342,Relax in Centro con Terrazza,Paola,2,New,,,0.0,43.7707118488139,11.26251512147066,2-5
1416092898153737664,Luxury Garden Stay in Florence’s Historic Core,Cristina,6,New,,,0.0,43.77010685911427,11.269335619779902,5-50
1416167537872283420,Malenchini Apartment,Istay,187,New,,,0.0,43.76769687138852,11.258261055538668,50+
1416454478936615263,2 km dal Duomo • Cortile • 1000 Mbps WiFi • Studio,Francesco,44,New,,,0.0,43.7873466,11.2729,5-50
1416531464995550543,Charming 3-Bedroom - Perfect for Families & Groups,Junyi,4,New,,,0.0,43.77743,11.25404,2-5
1416540343673963630,Florentine Iris-3 suites in centro,Niccolo,4,New,,,0.0,43.778361,11.2527909,2-5
1416578306300099878,San Salvi Cozy Apartment,Alessandro,21,New,,,0.0,43.77168,11.28453,5-50
1416675052315204603,ElisaHouse Elegant Apartment,Andrea,1,New,,,0.0,43.77483,11.23718,1
1416766052231051029,Jacuzzi Elegant Villa & Garden In Florence Center,Cristina,6,New,,,0.0,43.7663,11.23673,5-50
1416810309396884766,In centro con vista sul verde,Alejandro Emiliano,7,New,,,0.0,43.77459964375227,11.25726673061874,5-50
1417141750813798933,Fiorino Duomo Cozy Suite by Oteego,Sea N' Rent,33,New,,,0.0,43.7754991,11.2593709,5-50
1417178144754655782,Tornabuoni Timeless Luxury Stay in Florence Center,Cristina,6,New,,,0.0,43.7721739062203,11.24744921739061,5-50
1417197343403774789,Appartamento centro città no ztl,David,1,New,,,0.0,43.76886,11.27872,1
1417232623257437982,Elegant Historic Garden Stay in Florence’s Heart,Cristina,6,New,,,0.0,43.77189118736662,11.268921147346902,5-50
1417321062227026930,Florence Fortezza x 4,Francesco,4,New,,,0.0,43.7775988,11.2395635,2-5
1417327336741467993,Large house with terrace near the Arno river,Alberto,13,New,,,0.0,43.7672607,11.2858249,5-50
1417906740266168247,Artists' House in Florence,Cristina,1,New,,,0.0,43.77914,11.26833,1
1418018702257168257,Art on the Ceilings,Paolo,1,New,,,0.0,43.78646800429995,11.266535709670114,1
1418039956287334399,Lullaby suite in central Florence,Mauro,14,New,,,0.0,43.76932,11.25543,5-50
1418135641225580465,San Lorenzo Apartment 1,Angelo,3,New,,,0.0,43.7775392886366,11.252699978649614,2-5
1418163143487097240,A due passi dal Duomo,Alejandro Emiliano,7,New,,,0.0,43.7745605548761,11.258306785938975,5-50
1418163208026880708,Appartamento in villa d’epoca,Malandrucco,1,New,,,0.0,43.74334401534208,11.240929726517392,1
1418176428959139402,Centro storico casa di charme,Gioia,1,New,,,0.0,43.77166,11.26827,1
1418178100001886524,200 metri uffizi  Ponte vecchio - apt 10,Elisa,3,New,,,0.0,43.7688661,11.2541726,2-5
1418242212364689663,A Ponte Vecchio e Palazzo Pitti,Alejandro Emiliano,7,New,,,0.0,43.76671306563947,11.252175497447755,5-50
1418320435986068727,"Super centrale, a lato del Duomo",Alejandro Emiliano,7,New,,,0.0,43.77453,11.2556,5-50
1418330919060277728,Super centrale 2,Alejandro Emiliano,7,New,,,0.0,43.77475,11.25361,5-50
1418686070900543402,"2BDR Bright Apartment @15’ far from center, T2tram",Giada,19,New,,,0.0,43.788666667239966,11.22405096888542,5-50
1418687045837754519,Felicita Stay – Florence Charme Apartment,Mauro,14,New,,,0.0,43.76627000540248,11.253763085892922,5-50
1418761812977006639,Firenze Rentals Suite Belfiore I,Samuel & Paolo For Firenze Rentals®,29,New,,,0.0,43.78161231766795,11.24439050074424,5-50
1418779917860876191,Bilocale grazioso Firenze,Camilla,1,New,,,0.0,43.79083164089662,11.22453510761261,1
1418907429267636653,Il Gelsomino Firenze,Paolo,3,New,,,0.0,43.76298,11.28166,2-5
1418931947276149209,Romantic Apartment,Holidu,430,New,,,0.0,43.77043,11.2791709,50+
1418972000940618555,La Piccionaia Firenze,Paolo,3,New,,,0.0,43.7625184,11.2808504,2-5
1418984882827968663,Apartment | Ponte Vecchio at your door |,Monsef,8,New,,,0.0,43.768678519148565,11.253607906401156,5-50
1419368852983773278,Sweet Home Pilastri,Cristina,4,New,,,0.0,43.7730065658101,11.2648475116394,2-5
1419376161426707750,YiD perfect for a holiday  near city center,Roberto,115,New,,,0.0,43.78767151335966,11.262108062065922,50+
1419390315259086802,Suite Arpa,Federico,49,New,,,0.0,43.7836683,11.2421166,5-50
1419390980673481738,Suite Cetra,Federico,49,New,,,0.0,43.7836683,11.2421166,5-50
1419391348743343925,Suite Liuto,Federico,49,New,,,0.0,43.783668,11.242117,5-50
1419391624089879629,Suite Viella,Federico,49,New,,,0.0,43.7836683,11.2421166,5-50
1419434244281350135,La Vigna di Nonno Edo,Gianluca,5,New,,,0.0,43.77018409999999,11.2597698,5-50
1419470596155125318,The Tower Glimpse,Daniele,91,New,,,0.0,43.76992329999999,11.2546583,50+
1419582239067433430,Rooftop WonderTerraces Apartment,Ilaria,9,New,,,0.0,43.7688273,11.2637864,5-50
1419583528672179651,Arts&Crafts - Appartment Maestri della Pietra,Amalia,14,New,,,0.0,43.780080387661954,11.259118838584984,5-50
1419592882632787126,Arts&Crafts - Appartament Arte della Lana,Amalia,14,New,,,0.0,43.78019,11.26132,5-50
1419713217432434247,Casa Anna Luxury,Anisoara,6,New,,,0.0,43.792078032986616,11.21944286405074,5-50
1420125120494057837,Original Retreat next to Ponte Vecchio w/ Elevator,Mattia,57,New,,,0.0,43.7676439,11.2520527,50+
1420206902015432248,Brand New Luxury Apartment a few steps from Duomo,Massimo,2,New,,,0.0,43.772577065729045,11.252711048457671,2-5
1420215585231087546,Casa Rosa e Silvi,Andrea,1,New,,,0.0,43.76461377863901,11.209277427556827,1
1420294441331309585,Appartamento San Zanobi 47,G&G Dream,12,New,,,0.0,43.77977,11.25554,5-50
1420299234228747485,Panoramic Penthouse on the Arno-Florence,Mauro,14,New,,,0.0,43.77064,11.24207,5-50
1420316524478736328,Palazzo Vecchio Flat with AC,Gabriel,28,New,,,0.0,43.7687001,11.2580184,5-50
1420801843856237261,Magnifico appartamento con vista sul fiume Arno,Giuseppe,1,New,,,0.0,43.7666984,11.2627855,1
1420974943314910555,The Court of Santo Spirito,Mauro,14,New,,,0.0,43.76445784985955,11.246902944130449,5-50
1421012197979441938,Il Ristoro - Charme e relax,Cristina,2,New,,,0.0,43.74833233610842,11.236372137997918,2-5
1421015338737149386,Serragli 16,Sara,8,New,,,0.0,43.76918,11.24509,5-50
1421059358922232150,Charming Flat in City Centre,Federico,16,New,,,0.0,43.7686666,11.268432,5-50
1421072144696596661,Heart of Florence Studio,Federico,16,New,,,0.0,43.76758021821793,11.268668731511838,5-50
1421154937434359590,Campuccino in Santo Spirito,Mauro,14,New,,,0.0,43.76388,11.245,5-50
1421658969698909463,La casa di Emmy  [ city-center ],Ada,1,New,,,0.0,43.7765923,11.257748,1
1421665197332326070,Charming and bright flat very close to  the centre,Filippo,1,New,,,0.0,43.780424089377846,11.269051395356655,1
1421676297416015954,Costa San Giorgio with unique view,ApartmentsFlorence,57,New (from previous),San Giorgio Suite - Heart,Leonardo,56.0,43.7648632,11.2557107,50+
1421676297416015954,Costa San Giorgio with unique view,ApartmentsFlorence,57,New (from previous),San Giorgio Suite - View,Leonardo,56.0,43.7648632,11.2557107,50+
1421676297416015954,Costa San Giorgio with unique view,ApartmentsFlorence,57,New (from previous),Florence By Frances | View,Massimo,2.0,43.7648632,11.2557107,50+
1421676297416015954,Costa San Giorgio with unique view,ApartmentsFlorence,57,New (from previous),Florence By Frances | Heart,Massimo,2.0,43.7648632,11.2557107,50+
1421727772308340690,Keys of Italy - Monalda TOT - Amazing 2 Apts,Gessjca E Luca,72,New,,,0.0,43.77152,11.25267,50+
1421762168346068516,YiD luxury Torre de' Mannelli,Roberto,115,New,,,0.0,43.76617,11.25267,50+
1421771851972370397,Apartment with Balcony Private Parking near  Duomo,Emanuele,20,New,,,0.0,43.7847617,11.2643696,5-50
1421831196568508381,Easy Loft Firenze,Holidu,694,New,,,0.0,43.77512,11.23093,50+
1421850742849043813,"[La Dimora]- zona S.Croce, Firenze",Cosimo,1,New,,,0.0,43.7700863,11.2651646,1
1422282243606669131,Gordigiani Apartment,Federico,49,New,,,0.0,43.7873009,11.23853,5-50
1422283789799420131,Santa Croce Luxury Penthouse,Margherita,8,New,,,0.0,43.7688009,11.2604414,5-50
1422309899742275016,Italian Experience-Suite Vogel,Michela,115,New,,,0.0,43.77399,11.20727,50+
1422318388301855778,Heaven's touch penthouse a glimpse of Paradise,Apartments_Florence,51,New,,,0.0,43.75909249999999,11.2404721,50+
1422332087881994993,Spazioso Bilocale in centro,Niccolò,2,New,,,0.0,43.7786385,11.2549128,2-5
1422336048862907384,Capo di Mondo Apartment,Giovanni,31,New (from previous),NEW apt Gioberti [5 min dal Centro],Cristian,4.0,43.7704025,11.2751069,5-50
1422388211835041153,[ Centrale ] Corte Buonvicini,Michele,1,New,,,0.0,43.78216011628062,11.267575237033682,1
1422463239577737296,Hygge-Style Apartment in Oltrarno,Elena,16,New,,,0.0,43.7656061,11.2475648,5-50
1422518448114578094,Bright Flat by the Duomo,Federico,16,New,,,0.0,43.77085,11.26447,5-50
1423040623506178470,Artists & Artisans,Valerie,1,New,,,0.0,43.75733,11.23987,1
1423151136834175554,Moderno appartamento a Firenze con giardino,Martina,1,New,,,0.0,43.7878934969684,11.282926654158455,1
1423855891329565053,[600 m Ponte Vecchio] Molina Garden,Marco Alessandro,3,New,,,0.0,43.7649969,11.2589107,2-5
1423922524081126162,Sweet Living Borgo Pinti,Mattia,20,New,,,0.0,43.77513,11.26385,5-50
1424398780180637222,La Dimora Alta con Suite Privata,Vanessa,1,New,,,0.0,43.78391108737527,11.254685808578191,1
1424483516144742725,Terrazza con Vista - Sweet Dreams in Florence,Irene,76,New,,,0.0,43.7767005532132,11.29261983431606,50+
1424497291961391577,GuestHost - Novoli Escape in Florence with Parking,Francesco,612,New,,,0.0,43.79073,11.223943,50+
1424587718082901592,Rustic flat by Ponte Vecchio,White River Srl,11,New,,,0.0,43.76641,11.25125,5-50
1424594935724006840,Comfort & Colors Flat In Florence,Claudio,5,New,,,0.0,43.7861757,11.2381638,5-50
1424595635044737047,Comodo e funzionale - parcheggio,Lorenzo,5,New,,,0.0,43.789883,11.2428279,5-50
1424614699376719332,Urban Nest at Leopolda&Fortezza,Kristian,14,New,,,0.0,43.7847589,11.2309742,5-50
1424664522264067686,Firenze Centro con Patio,Eugenia,3,New,,,0.0,43.78102081184465,11.254091070253365,2-5
1424716789530977323,Oche One,Alessandro,14,New,,,0.0,43.77224258640903,11.25566013157368,5-50
1424771738801497569,"Rosina - Centro Di Firenze, 5 Minuti Dal Duomo",Matteo,1,New,,,0.0,43.7755,11.25523,1
1425124633850650173,Elegant 3BR Apt in Santa Croce – Walk Everywhere,Emanuele,20,New,,,0.0,43.7695454,11.2610605,5-50
1425156261262324491,Duomo View | Designer Flat in Historic Florence,Emanuele,20,New,,,0.0,43.7728933,11.259282,5-50
1425193004065980345,Oblate Apartment,Tuscan Feeling,19,New,,,0.0,43.7720995,11.2599883,5-50
